race_id,race_number,race_name,competition_id,competition_name,country,class_name,grade,tempo,distance_m,track_status,start_time_iso,field_size,active_field_size,selection_id,runner_number,runner_name,draw_number,jockey,trainer,trainer_location,weight_kg,age,sex,speed_rating,dry_rating,wet_rating,win_percentage,place_percentage,prize_money,career_starts,career_wins,career_seconds,career_thirds,good_starts,good_wins,soft_starts,soft_wins,heavy_starts,heavy_wins,distance_starts,distance_wins,track_starts,track_wins,first_up_starts,first_up_wins,second_up_starts,second_up_wins,horse_jockey_starts,horse_jockey_wins,last_six,form_fig,expected_settling_position,recent_runs_count,recent_wins,recent_places,recent_avg_place,recent_best_place,recent_avg_place_3,recent_avg_place_5,recent_win_rate_5,recent_top3_rate_5,recent_avg_margin,recent_best_margin,recent_avg_margin_3,recent_avg_starting_price,recent_same_distance_runs,recent_same_track_runs,recent_same_condition_runs,recent_days_since_last_run,recent_1_place,recent_1_total_runners,recent_2_place,recent_2_total_runners,recent_3_place,recent_3_total_runners,recent_4_place,recent_4_total_runners,recent_5_place,recent_5_total_runners,recent_6_place,recent_6_total_runners,open_price,fluc1,fluc2,sp_starting_price,live_price,price_quality,finish_place,result_code,status,is_winner,top3_mask,is_duplicate_runner,has_valid_live_price,race_total_runners,race_priced_runners,price_coverage,is_valid_field_size,has_valid_result_labels,condition_rating,suitability_score,recent_place_quality_score,recent_form_score,connection_score,margin_score,freshness_score,class_score,market_rank,price_band,distance_band,has_sparse_recent_form,speed_score_norm,market_sanity_score,model_score,model_rank,raw_model_prob,model_prob,market_implied_prob,edge,edge_pct,price_vs_sp,stake,settlement_price,profit,profit_net
10480013,7,R7 Arc Members Sprint Classic Hcp,197,Albury,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1175,Good (4),2026-05-15T05:45:00+00:00,12,9,1203314496,9,Pleasurize,6,Claire Ramsbotham,Luke Pepper,Canberra,55.0,4,m,100.0,99.0,99.0,44.44,77.78,84175.0,9.0,4.0,2.0,1.0,7.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,9.0,4.0,143x16,143x16,Leader,6,2,4,2.8333333333333335,1.0,3.3333333333333335,3.0,0.4,0.6,1.5666666666666667,0.1,1.8333333333333333,7.266666666666667,4,0,6,14.0,6.0,13.0,1.0,8.0,3.0,10.0,4.0,6.0,1.0,10.0,2.0,6.0,4.8,5.5,6.0,,6.0,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,99.0,0.34761904761904766,0.7508333333333334,0.5822895763656634,0.38461538461538464,0.8116666666666668,0.7029242665900338,0.621256818577845,3.0,6-9,sprint,False,0.8853482663393679,0.1675810046288359,0.6319096545956066,1.0,0.2456520176279968,0.2456520176279968,0.1360088203850386,0.1096431972429582,10.964319724295821,,1.0,6.0,-1.0,-1.0
10480057,5,R5 John Ackroyd Mersey Lions Hcp (C2),326,Devonport,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1350,Good (3),2026-05-17T04:25:00+00:00,10,9,1203324219,6,Respite,1,Erica Byrne Burke,Adam Trinder,Latrobe,56.0,4,m,95.0,100.0,100.0,16.67,50.0,48325.0,6.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,122x77,122x77,Leader,6,1,4,3.6666666666666665,1.0,5.0,4.0,0.2,0.6,1.4500000000000002,0.1,2.0,4.1,1,0,1,14.0,7.0,13.0,7.0,10.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,9.0,3.8,7.5,8.0,,8.0,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.20476190476190478,0.5604166666666667,0.4387797619047619,0.25,0.7950000000000002,0.6426861713519386,0.4045358670083743,5.0,6-9,sprint,False,0.9522552930346733,0.12495714040802332,0.5687668594620168,1.0,0.21822454282700798,0.21822454282700798,0.10512032497421996,0.11310421785278803,11.310421785278804,,1.0,8.0,-1.0,-1.0
10480242,8,R8 Ule Hoof Oil (Bm56),427,Kilmore,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1212,Soft (6),2026-05-15T06:30:00+00:00,13,10,1203361514,4,Our Little Star,5,Cian Macredmond,Ms M Cunningham,Ballarat,61.0,5,m,66.0,100.0,100.0,7.14,57.14,123955.0,28.0,2.0,5.0,9.0,10.0,1.0,17.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,466213,466213,Off Pace,6,1,3,3.6666666666666665,1.0,2.0,3.6,0.2,0.6,1.6333333333333335,0.6,1.633333333333333,5.966666666666666,3,0,1,18.0,3.0,11.0,1.0,7.0,2.0,9.0,6.0,11.0,6.0,11.0,4.0,9.0,6.0,9.5,10.0,,10.0,FLUC2,7,L,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.17601809954751133,0.7925000000000001,0.5673214285714286,0.25,0.8066666666666668,0.6305100489889621,0.4056545938819997,6.0,9-12,sprint,False,0.9522552930346733,0.09938282187553575,0.59170425264121,1.0,0.18514619680164085,0.18514619680164085,0.08177175939707819,0.10337443740456266,10.337443740456266,,1.0,10.0,-1.0,-1.0
10480248,3,R3 Styles Construction Mdn Plate,427,Kilmore,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1212,Soft (6),2026-05-15T04:00:00+00:00,14,9,1203362307,9,Sassidora,9,Declan Bates,T Busuttin & N Young,Cranbourne,56.0,3,f,100.0,99.0,99.0,0.0,71.43,32585.0,7.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,838233,838233,Leader,6,0,4,4.5,2.0,2.6666666666666665,3.8,0.0,0.8,9.183333333333334,0.1,2.2666666666666666,5.933333333333334,4,0,1,20.0,3.0,11.0,3.0,7.0,2.0,9.0,8.0,8.0,3.0,7.0,8.0,8.0,4.5,9.0,9.5,,9.5,FLUC2,6,L,finished,0,0,False,True,9,9,1.0,True,True,99.0,0.15,0.6445833333333333,0.4763825757575757,0.25,0.7683333333333333,0.6565838018880819,0.40692331343726484,4.0,9-12,sprint,False,0.8853482663393679,0.10476688893500681,0.5476462288446832,2.0,0.20067547597792118,0.20067547597792118,0.08538042221195355,0.11529505376596763,11.529505376596763,,1.0,9.5,-1.0,-1.0
10480250,6,R6 C&M Build Group (Bm56),427,Kilmore,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Normal,2012,Soft (6),2026-05-15T05:30:00+00:00,12,9,1203362717,4,Strike First,2,Jason Maskiell,Ms W Kelly,Cranbourne,61.0,5,g,30.0,96.0,96.0,6.67,53.33,64160.0,15.0,1.0,6.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,6x4514,6x4514,Off Midfield,6,1,2,3.6666666666666665,1.0,3.3333333333333335,4.0,0.2,0.2,2.8833333333333333,1.9,2.9333333333333336,13.566666666666668,0,0,0,26.0,4.0,9.0,1.0,9.0,5.0,9.0,4.0,10.0,6.0,14.0,2.0,11.0,5.0,10.0,9.5,,9.5,FLUC2,5,L,finished,0,0,False,True,9,9,1.0,True,True,96.0,0.19999999999999998,0.7169551282051282,0.461856684981685,0.3333333333333333,0.6116666666666667,0.6236827978286636,0.3804707219577298,5.0,9-12,staying,False,0.7869131635471004,0.10476688893500681,0.5106006608600887,1.0,0.17710887496356978,0.17710887496356978,0.0856383304644767,0.09147054449909307,9.147054449909307,,1.0,9.5,-1.0,-1.0
10480328,2,R2 Leon Baker Jewellery (Bm64+),275,Carnarvon,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Good,2026-05-16T06:45:00+00:00,8,8,1203375810,1,The Coolakin King,4,Rocky Cheung,R J Malpass,Carnarvon,61.5,7,g,100.0,100.0,100.0,23.68,47.37,177137.0,38.0,9.0,6.0,3.0,29.0,8.0,7.0,0.0,1.0,1.0,8.0,1.0,10.0,4.0,5.0,1.0,5.0,0.0,6.0,3.0,18115x,18115x,Leader,6,3,3,3.3333333333333335,1.0,2.3333333333333335,3.2,0.6,0.6,3.8666666666666667,1.0,3.6,4.7,1,4,6,224.0,5.0,9.0,1.0,6.0,1.0,11.0,8.0,12.0,1.0,6.0,4.0,8.0,6.5,7.0,7.5,8.0,7.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.2768746579091407,0.7399350649350649,0.6197752247752247,0.4,0.5900000000000001,0.06333333333333334,0.44301590136502256,4.0,6-9,sprint,False,0.9522552930346733,0.13348191325218584,0.5654047875841562,1.0,0.2508519307837909,0.2508519307837909,0.11041470499988247,0.14043722578390844,14.043722578390843,0.5,1.0,7.5,-1.0,-1.0
10480504,1,R1 Bisley Workwear Plate,231,Belmont,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1200,Soft (5),2026-05-16T04:04:00+00:00,9,8,1203392191,3,Swift Ruler,6,William Pike,A G Durrant,Karnup,57.0,2,g,39.0,100.0,100.0,0.0,0.0,1440.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7x,7x,Midfield,3,2,2,3.0,1.0,3.0,3.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.1,1.6666666666666667,6.5,0,0,0,12.0,1.0,8.0,7.0,14.0,1.0,9.0,,,,,,,4.4,4.5,4.6,4.4,4.6,FLUC2,3,P,finished,0,1,False,True,8,8,1.0,True,True,100.0,0.19999999999999998,0.7096153846153846,0.6256410256410256,0.25,0.8283333333333334,0.6122242467239176,0.1098269031930388,3.0,3-6,sprint,False,0.9522552930346733,0.21947092628895565,0.6000486722360807,1.0,0.31477817327159807,0.31477817327159807,0.1805159584374581,0.13426221483413997,13.426221483413997,-0.1999999999999993,1.0,4.6,-1.0,-1.0
10484041,5,R5 Scarlett Gee (Bm64),423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Soft (5),2026-05-16T04:20:00+00:00,10,8,1203721217,7,Voltage Lass,9,Pierre Boudvillain,Danielle Seib,Canberra,57.5,3,f,90.0,100.0,100.0,66.67,100.0,46550.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,121x,121x,Leader,6,3,4,3.1666666666666665,1.0,1.3333333333333333,2.4,0.6,0.8,2.283333333333333,0.3,1.0333333333333334,3.0,6,0,4,26.0,1.0,5.0,1.0,4.0,2.0,7.0,1.0,8.0,7.0,9.0,7.0,9.0,3.3,7.5,8.0,,8.0,FLUC2,7,L,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.611111111111111,0.8624999999999999,0.7213928571428572,0.4,0.8816666666666668,0.6955399406858065,0.7789707899099266,5.0,6-9,sprint,False,0.9522552930346733,0.12495714040802332,0.7340108357252326,1.0,0.2963630642918532,0.2963630642918532,0.10139966743971182,0.1949633968521414,19.49633968521414,,1.0,8.0,-1.0,-1.0
10484042,6,R6 Abax Civil Provincial (Bm68),423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1200,Soft (5),2026-05-16T04:55:00+00:00,11,9,1203721289,8,Hunter One,5,Amy Mc Lucas,Ms T Bateup,Kembla Grange,55.0,3,f,69.0,96.0,96.0,25.0,75.0,22675.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0x123,0x123,Pace,5,1,4,3.6,1.0,2.0,3.6,0.2,0.8,2.8600000000000003,1.7,1.9333333333333333,4.1000000000000005,2,2,1,16.0,3.0,12.0,2.0,8.0,1.0,7.0,10.0,12.0,2.0,6.0,,,8.5,9.0,9.5,9.0,9.5,FLUC2,3,P,finished,0,1,False,True,9,9,1.0,True,True,96.0,0.49333333333333335,0.7638311688311689,0.5832199322416713,0.2857142857142857,0.7216666666666667,0.6805399406858065,0.5139432613205972,6.0,9-12,sprint,False,0.7869131635471004,0.10476688893500681,0.6001894403206673,1.0,0.18296389639212252,0.18296389639212252,0.08567807731024359,0.09728581908187893,9.728581908187893,-0.5,1.0,9.5,-1.0,-1.0
10484043,1,R1 Mitch Sleigh - No Longer Man Boy Midway Mdn Plate,423,Kembla Grange,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1600,Soft (5),2026-05-16T02:00:00+00:00,14,11,1203721328,2,Corpulent,5,Lee Magorrian,C E Conners,Warwick Farm,59.0,3,g,100.0,100.0,100.0,0.0,100.0,8000.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2,Leader,5,0,2,5.4,2.0,4.0,5.4,0.0,0.4,5.28,1.3,4.233333333333333,21.0,1,0,4,16.0,2.0,10.0,3.0,9.0,7.0,7.0,7.0,9.0,8.0,9.0,,,4.2,8.5,9.0,,9.0,FLUC2,7,L,finished,0,0,False,True,11,11,1.0,True,True,100.0,0.18000000000000002,0.551111111111111,0.3622743055555555,0.25,0.5116666666666667,0.6515399406858066,0.48571251976738083,5.0,9-12,middle,False,0.9522552930346733,0.11074918566775244,0.5239447764652186,1.0,0.21177828261825,0.21177828261825,0.09159650359876899,0.120181779019481,12.0181779019481,,1.0,9.0,-1.0,-1.0
10484347,1,R1 Yarram Park Mdn Hrdl,278,Casterton,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,3500,Soft (6),2026-05-17T02:35:00+00:00,14,8,1203751367,10,Untethered,13,Will Gordon,P Kearney,Ballarat,69.5,6,g,95.0,100.0,100.0,8.57,54.29,157469.0,35.0,3.0,11.0,5.0,19.0,1.0,10.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,2.0,0.0,471252,471252,Leader,6,2,4,2.6666666666666665,1.0,3.0,3.0,0.2,0.6,4.783333333333333,0.5,2.4666666666666663,5.166666666666667,0,0,5,12.0,2.0,10.0,5.0,10.0,2.0,9.0,5.0,8.0,1.0,11.0,1.0,6.0,7.0,8.0,8.5,8.0,8.5,FLUC2,2,P,finished,0,1,False,True,8,8,1.0,True,True,100.0,0.2333333333333333,0.7741071428571428,0.5562581168831169,0.16666666666666666,0.7283333333333334,0.5724060649057358,0.40500754038105635,3.0,6-9,staying,False,0.9522552930346733,0.11743528201611521,0.5804228940763116,1.0,0.23166047291035619,0.23166047291035619,0.11081654721102303,0.12084392569933315,12.084392569933316,-0.5,1.0,8.5,-1.0,-1.0
10484452,2,R2 Cornetts Supermarket Mdn Plate,28954,Gold Coast Poly,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Slow,1540,Good (3),2026-05-16T02:39:00+00:00,9,7,1203760655,1,He Is The Kiss,3,Karl Zechner,Allan Chau,Gold Coast,58.5,6,g,27.0,96.0,96.0,0.0,47.92,111510.0,48.0,0.0,12.0,11.0,14.0,0.0,22.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,8.0,0.0,235222,235222,Off Midfield,6,0,5,2.6666666666666665,2.0,2.0,2.8,0.0,0.8,2.75,0.2,2.0,4.966666666666667,1,0,1,8.0,2.0,7.0,2.0,10.0,2.0,9.0,5.0,7.0,3.0,9.0,2.0,9.0,6.0,9.0,10.0,9.5,10.0,FLUC2,1,W,finished,1,1,False,True,7,7,1.0,True,True,96.0,0.10714285714285714,0.797222222222222,0.5640656565656564,0.08333333333333333,0.79,0.5314572749150178,0.3432154869967056,5.0,9-12,middle,False,0.7869131635471004,0.09938282187553575,0.5099813895792079,2.0,0.20673760063691948,0.20673760063691948,0.08277175925050195,0.12396584138641753,12.396584138641753,-0.5,1.0,10.0,9.0,9.0
10484573,5,R5 Creative Stone Hcp (58),30657,Sunshine Coast Poly Track,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1100,Good (3),2026-05-17T04:55:00+00:00,11,8,1203789963,2,Decadad,6,Scott Sheargold,Ms M Brosnan,Gold Coast,59.5,3,g,100.0,100.0,100.0,14.29,57.14,28750.0,7.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,331290,331290,Leader,6,1,4,5.0,1.0,7.666666666666667,5.4,0.2,0.6,5.816666666666666,1.4,7.8,30.0,1,0,2,13.0,12.0,13.0,9.0,11.0,2.0,8.0,1.0,5.0,3.0,8.0,3.0,10.0,7.0,8.5,9.0,8.5,9.0,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.19999999999999998,0.4180555555555556,0.360181623931624,0.14285714285714285,0.15000000000000002,0.6178698078319815,0.41216044139902935,4.0,9-12,sprint,False,0.9522552930346733,0.11074918566775244,0.47644650529456345,1.0,0.22126939335620555,0.22126939335620555,0.09314098634975396,0.1281284070064516,12.81284070064516,-0.5,1.0,9.0,-1.0,-1.0
10487255,5,R5 Gba Plate (C6),223,Barcaldine,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1300,Soft (5),2026-05-19T06:05:00+00:00,10,9,1204257576,10,Inquisitive Legend,2,Nikki Olzard,David Rewald,Blackall,57.0,5,m,100.0,98.0,98.0,21.05,52.63,91020.0,19.0,4.0,4.0,2.0,14.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,221312,221312,Leader,6,2,6,1.8333333333333333,1.0,2.0,1.8,0.4,1.0,0.7999999999999999,0.1,1.1333333333333333,4.3,3,3,1,17.0,2.0,9.0,1.0,8.0,3.0,9.0,1.0,7.0,2.0,8.0,2.0,7.0,4.8,5.0,5.5,,5.5,FLUC2,7,L,finished,0,0,False,True,9,9,1.0,True,True,98.0,0.36031746031746037,0.8961309523809523,0.7295360644257702,0.25,0.8816666666666668,0.6593692039840532,0.44084512566963685,2.0,3-6,sprint,False,0.8551089291193618,0.18308059161822235,0.6435885422244938,1.0,0.24957029999463196,0.24957029999463196,0.14834418985964284,0.10122611013498911,10.122611013498911,,1.0,5.5,-1.0,-1.0
10487259,1,R1 The Handover Of Barcaldine Cleaning Services (Bm60),223,Barcaldine,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1000,Soft (5),2026-05-19T03:35:00+00:00,7,7,1204257812,5,Superstitious,7,Nikki Olzard,H C Forster,Ilfracombe,63.0,5,g,35.0,100.0,100.0,14.29,35.71,70300.0,14.0,2.0,2.0,1.0,8.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,5.0,2.0,0.0,0.0,6x7x41,6x7x41,Midfield,6,3,3,3.0,1.0,2.0,3.4,0.4,0.4,2.6999999999999997,0.2,1.5999999999999999,4.2,3,0,5,75.0,1.0,8.0,4.0,8.0,1.0,5.0,7.0,7.0,4.0,7.0,1.0,8.0,4.0,4.8,5.0,5.5,5.0,FLUC2,3,P,finished,0,1,False,True,7,7,1.0,True,True,100.0,0.2888888888888889,0.7428571428571429,0.5551785714285714,0.25,0.8300000000000001,0.0823395125790176,0.350656948863776,3.0,3-6,sprint,False,0.9522552930346733,0.20168009600548603,0.5668081143471122,1.0,0.29283963291593956,0.29283963291593956,0.16399860907067607,0.1288410238452635,12.884102384526349,0.5,1.0,5.0,-1.0,-1.0
10487282,1,R1 Gift Hotel Stawell Mdn Plate,596,Stawell,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1100,Heavy (8),2026-05-18T02:30:00+00:00,14,8,1204259649,1,Coral Jet,2,Lachlan King,Steven King,Flemington,59.5,4,g,62.0,96.0,96.0,0.0,50.0,9430.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5733x,5733x,Off Pace,4,0,2,4.5,3.0,4.333333333333333,4.5,0.0,0.5,2.275,1.0,2.2666666666666666,6.5,1,0,0,114.0,3.0,8.0,3.0,10.0,7.0,8.0,5.0,12.0,,,,,8.0,9.5,10.0,,10.0,FLUC2,5,L,finished,0,0,False,True,8,8,1.0,True,True,96.0,0.18000000000000002,0.5745093795093795,0.3899535533910534,0.2,0.7233333333333334,0.06401210277704594,0.31319556981388286,4.0,9-12,sprint,False,0.7869131635471004,0.09938282187553575,0.4452086886791879,1.0,0.22162653110870184,0.22162653110870184,0.08281383174776183,0.13881269936094,13.881269936094002,,1.0,10.0,-1.0,-1.0
10487301,3,R3 New Fm/2Hd Mdn Plate,520,Newcastle,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Normal,1500,Soft (7),2026-05-19T03:50:00+00:00,13,11,1204261016,8,Sur Nova Centauri,1,Dylan Gibbons,Richard Litt,Warwick Farm,59.0,3,c,100.0,100.0,100.0,0.0,100.0,22734.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,332x,332x,Leader,5,0,5,2.4,2.0,2.0,2.4,0.0,1.0,2.58,1.5,2.533333333333333,1.9,2,0,1,11.0,2.0,6.0,2.0,9.0,2.0,11.0,3.0,9.0,3.0,10.0,,,3.9,7.5,8.0,,8.0,FLUC2,7,L,finished,0,0,False,True,11,11,1.0,True,True,100.0,0.19999999999999998,0.8015277777777777,0.5978227124183007,0.25,0.6716666666666667,0.5934981415507573,0.5014824996769651,3.0,6-9,middle,False,0.9522552930346733,0.12495714040802332,0.5916209787767113,1.0,0.199508628669972,0.199508628669972,0.10194074616239647,0.09756788250757552,9.756788250757552,,1.0,8.0,-1.0,-1.0
10487421,5,R5 Manhari (Bm56),402,Horsham,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1200,Heavy (8),2026-05-19T05:30:00+00:00,10,7,1204272004,2,He's A Hustler,4,John Allen,T & C McEvoy,Ballarat,62.0,3,g,85.0,100.0,100.0,20.0,60.0,32560.0,5.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7x2218,7x2218,Leader,6,1,3,4.166666666666667,1.0,3.6666666666666665,4.0,0.2,0.6,2.466666666666667,0.2,2.1333333333333333,7.433333333333334,5,0,0,19.0,8.0,11.0,1.0,12.0,2.0,9.0,2.0,11.0,7.0,10.0,5.0,6.0,5.5,4.4,4.2,,4.2,FLUC2,5,L,finished,0,0,False,True,7,7,1.0,True,True,100.0,0.15,0.6195833333333333,0.4703792242703533,0.25,0.7766666666666668,0.6543408208489427,0.4469067239232384,2.0,3-6,sprint,False,0.9522552930346733,0.24065048615022896,0.5745067042274418,1.0,0.2933698896048332,0.2933698896048332,0.20051668461950786,0.09285320498532532,9.285320498532531,,1.0,4.2,-1.0,-1.0
10487422,6,R6 Chs Group (Bm56),402,Horsham,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Normal,1200,Heavy (8),2026-05-19T06:00:00+00:00,12,9,1204272072,3,Olivia's Scandal,3,Chelsea Taylor,Jordy Coffey,Swan Hill,63.0,6,m,46.0,100.0,100.0,15.91,45.45,159495.0,44.0,7.0,8.0,5.0,33.0,5.0,10.0,2.0,1.0,0.0,19.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,2.0,223251,223251,Midfield,6,1,5,2.5,1.0,2.6666666666666665,2.6,0.2,0.8,1.7666666666666666,0.3,1.7999999999999998,5.066666666666666,5,0,0,10.0,1.0,14.0,5.0,12.0,2.0,12.0,3.0,12.0,2.0,7.0,2.0,10.0,4.4,3.9,4.0,3.9,4.0,FLUC2,1,W,finished,1,1,False,True,9,9,1.0,True,True,100.0,0.1463768115942029,0.855050505050505,0.6294083694083694,0.1875,0.8050000000000002,0.5691129914948586,0.40361123194719106,2.0,3-6,sprint,False,0.9522552930346733,0.25282873307046116,0.5990338826291517,1.0,0.31114068473134254,0.31114068473134254,0.20681324418918504,0.1043274405421575,10.432744054215751,-0.10000000000000009,1.0,4.0,3.0,3.0
10497574,2,R2 Bettabuilt Green Hcp (C1),216,Balaklava,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Fast,1400,Soft (6),2026-05-20T03:15:00+00:00,9,9,1205448597,3,Sayersitisn'Tso,5,Jackson Murphy,R & C Jolly,Morphettville 2,60.0,3,g,73.0,97.0,97.0,33.33,33.33,22785.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,861,861,Pace,6,2,3,3.6666666666666665,1.0,3.0,3.6,0.4,0.6,3.6166666666666667,0.3,2.466666666666667,5.2,1,1,1,21.0,1.0,13.0,2.0,5.0,6.0,13.0,8.0,11.0,1.0,8.0,4.0,5.0,5.0,8.5,8.0,,8.0,FLUC2,7,L,finished,0,0,False,True,9,9,1.0,True,True,97.0,0.5333333333333333,0.7675,0.5885714285714285,0.25,0.7383333333333334,0.664,0.40150466894519043,4.0,6-9,middle,False,0.8303313899969316,0.12495714040802332,0.6127549272858491,1.0,0.23008740314809834,0.23008740314809834,0.1004833924328353,0.12960401071526303,12.960401071526304,,1.0,8.0,-1.0,-1.0
10497636,2,R2 Evergreen Turf Hcp,30188,Caulfield Heath,Australia,Horses - Aus/NZ,UNKNOWN_GROUP,Not Available,1000,Soft (5),2026-05-20T03:00:00+00:00,11,10,1205458807,2,Rubare,1,Dakotah Keane,Nick Ryan,Flemington,59.0,2,f,100.0,100.0,100.0,33.33,66.67,52000.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,7x21,7x21,Leader,3,1,2,3.3333333333333335,1.0,3.3333333333333335,3.3333333333333335,0.3333333333333333,0.6666666666666666,1.5666666666666667,0.8,1.5666666666666667,14.200000000000001,3,1,1,21.0,1.0,10.0,2.0,8.0,7.0,10.0,,,,,,,6.0,4.8,5.0,4.8,5.0,FLUC2,4,P,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.2514285714285715,0.6892857142857144,0.5459249084249085,0.4,0.8033333333333335,0.6873333333333334,0.5306542937618068,3.0,3-6,sprint,False,0.9522552930346733,0.20168009600548603,0.6243859671058388,1.0,0.2790391036916472,0.2790391036916472,0.16621893832602563,0.11282016536562156,11.282016536562157,-0.20000000000000018,1.0,5.0,-1.0,-1.0
