race_id,race_number,race_name,competition_id,competition_name,country,class_name,grade,tempo,distance_m,track_status,start_time_iso,field_size,active_field_size,selection_id,runner_number,runner_name,draw_number,jockey,trainer,trainer_location,weight_kg,age,sex,speed_rating,dry_rating,wet_rating,win_percentage,place_percentage,prize_money,career_starts,career_wins,career_seconds,career_thirds,good_starts,good_wins,soft_starts,soft_wins,heavy_starts,heavy_wins,distance_starts,distance_wins,track_starts,track_wins,first_up_starts,first_up_wins,second_up_starts,second_up_wins,horse_jockey_starts,horse_jockey_wins,last_six,form_fig,expected_settling_position,recent_runs_count,recent_wins,recent_places,recent_avg_place,recent_best_place,recent_avg_place_3,recent_avg_place_5,recent_win_rate_5,recent_top3_rate_5,recent_avg_margin,recent_best_margin,recent_avg_margin_3,recent_avg_starting_price,recent_same_distance_runs,recent_same_track_runs,recent_same_condition_runs,recent_days_since_last_run,recent_1_place,recent_1_total_runners,recent_2_place,recent_2_total_runners,recent_3_place,recent_3_total_runners,recent_4_place,recent_4_total_runners,recent_5_place,recent_5_total_runners,recent_6_place,recent_6_total_runners,open_price,fluc1,fluc2,sp_starting_price,live_price,price_quality,finish_place,result_code,status,is_winner,top3_mask,is_duplicate_runner,has_valid_live_price,race_total_runners,race_priced_runners,price_coverage,is_valid_field_size,has_valid_result_labels,condition_rating,suitability_score,recent_place_quality_score,recent_form_score,connection_score,margin_score,freshness_score,class_score,market_rank,price_band,distance_band,has_sparse_recent_form,draw_bias_score,draw_bias_starts,draw_bias_win_rate,jockey_score,jockey_starts,jockey_win_rate,speed_score_norm,market_sanity_score,model_score,model_rank,raw_model_prob,model_prob,market_implied_prob,edge,edge_pct,price_vs_sp,stake,settlement_price,profit,profit_net
10230253,7,R7 Standing Tall In Warrnambool (Bm62),667,Warrnambool,Australia,Horses - Aus/NZ,,Fast,2350,Good (4),2026-03-09T06:05:00+00:00,11,8,1173513210,8,Cousins Day,7,Dylan Dunn,Symon Wilde,Warrnambool,58.0,5,m,100.0,100.0,100.0,25.0,50.0,43660.0,8.0,2.0,1.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,603091,603091,Leader,6,1,2,6.666666666666667,1.0,7.0,6.8,0.2,0.4,5.783333333333334,2.0,4.533333333333333,8.133333333333333,0,1,4,17.0,1.0,11.0,9.0,12.0,11.0,14.0,3.0,14.0,10.0,14.0,6.0,10.0,5.5,7.5,7.0,7.5,7.0,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.3,0.5904040404040404,0.41435962889767236,0.25,0.44666666666666666,0.6664525373173865,0.4363362872168394,3.0,6-9,staying,False,0.16666666666666666,2,0.0,0.03793103448275863,50,2.0,0.9522552930346733,0.14322451078837156,0.5249539648777704,1.0,0.22265221025003343,0.22265221025003343,0.11776446536489066,0.10488774488514277,10.488774488514277,0.5,1.0,7.0,-1.0,-1.0
10240891,6,R6 Tqcsi Hcp (56),216,Balaklava,Australia,Horses - Aus/NZ,,Normal,1200,Good (4),2026-03-11T06:05:00+00:00,10,10,1174803273,5,Miss Boom,8,Will Price,Travis Doudle,Morphettville 2,58.0,4,m,69.0,100.0,100.0,20.0,60.0,19010.0,5.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,x56x31,x56x31,Pace,5,1,3,3.6,1.0,3.3333333333333335,3.6,0.2,0.6,3.4,1.8,4.266666666666667,6.8999999999999995,2,0,3,14.0,1.0,9.0,3.0,10.0,6.0,10.0,5.0,13.0,3.0,6.0,,,3.6,7.0,6.5,,6.5,FLUC2,5,L,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.3333333333333333,0.7527777777777777,0.540000929022668,0.4,0.4833333333333334,0.6379242665900339,0.4387812146406173,4.0,6-9,sprint,False,0.1,6,0.0,0.10099009900990098,93,9.68,0.9522552930346733,0.1544659694839705,0.569400363711479,1.0,0.23402928150490324,0.23402928150490324,0.1244726997918591,0.10955658171304414,10.955658171304414,,1.0,6.5,-1.0,-1.0
10240900,5,R5 Holster Engineering Lally & Symes South Waikato Cup,466,Matamata,New Zealand,Horses - Aus/NZ,,Slow,2000,Good (4),2026-03-11T02:55:00+00:00,8,8,1174803796,1,Fly My Wey,4,Jack Taplin,M H Brosnan,Matamata,60.0,7,g,46.0,100.0,100.0,8.77,36.84,262080.0,57.0,5.0,12.0,4.0,16.0,2.0,27.0,3.0,14.0,0.0,5.0,0.0,8.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,603646,603646,,6,0,1,5.833333333333333,3.0,5.333333333333333,5.8,0.0,0.2,5.95,2.8,7.7,12.966666666666669,5,2,1,11.0,6.0,9.0,4.0,6.0,6.0,15.0,3.0,10.0,10.0,13.0,6.0,14.0,11.0,10.0,9.5,,9.5,FLUC2,5,L,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.14722222222222223,0.46122557997558,0.2834305050070455,0.25,0.09,0.5628314748840906,0.352426991526829,5.0,9-12,staying,False,0.2,1,0.0,0.11875,120,11.67,0.9522552930346733,0.10476688893500681,0.434185623697524,2.0,0.18169753496183297,0.18169753496183297,0.08259146260757247,0.0991060723542605,9.910607235426049,,1.0,9.5,-1.0,-1.0
10244278,5,R5 Happy 77Th Birthday Gary Harley Provincial (Bm64),520,Newcastle,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-03-12T04:35:00+00:00,11,10,1175139423,2,Duck For Cover,8,Robyn Freeman,Anthony Mountney,Kembla Grange,58.5,6,g,89.0,100.0,100.0,50.0,50.0,32000.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,41,41,Leader,6,2,3,3.8333333333333335,1.0,2.3333333333333335,2.6,0.4,0.6,3.1999999999999997,0.2,1.9333333333333333,11.0,1,0,3,16.0,1.0,6.0,4.0,9.0,2.0,9.0,1.0,7.0,5.0,8.0,10.0,10.0,4.0,5.0,4.8,,4.8,FLUC2,7,L,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.5333333333333333,0.7803571428571427,0.5981958128078817,0.3333333333333333,0.7966666666666666,0.6755399406858066,0.531644759955229,2.0,3-6,middle,False,0.25,4,25.0,0.07761194029850746,59,6.78,0.9522552930346733,0.21020486884964856,0.6501063788081323,1.0,0.27253406217377873,0.27253406217377873,0.16525801995843636,0.10727604221534237,10.727604221534238,,1.0,4.8,-1.0,-1.0
10244328,4,R4 Stables Plus Mdn Plate,15602,Pakenham,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-03-12T07:45:00+00:00,12,8,1175146327,8,Titan's Spirit,12,Jason Maskiell,Ms N Burke,Cranbourne,59.5,4,g,77.0,98.0,98.0,0.0,28.57,17860.0,7.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,x47532,x47532,Pace,6,0,2,4.666666666666667,2.0,3.3333333333333335,4.2,0.0,0.4,4.05,0.1,2.1666666666666665,8.0,3,2,5,13.0,2.0,9.0,3.0,9.0,5.0,10.0,7.0,13.0,4.0,14.0,7.0,9.0,6.5,8.5,9.0,9.0,9.0,FLUC2,1,W,finished,1,1,False,True,8,8,1.0,True,True,98.0,0.14666666666666664,0.7165064102564103,0.4487961915535445,0.2,0.7783333333333333,0.6072031411653148,0.2478339744132347,2.0,9-12,middle,False,0.25,4,25.0,0.14210526315789473,106,14.15,0.8551089291193618,0.11074918566775244,0.5126795659697113,2.0,0.22357771468707446,0.22357771468707446,0.0903957915075124,0.13318192317956207,13.318192317956207,0.0,1.0,9.0,8.0,8.0
10244511,6,R6 Kevin And Marg Capra Hcp (55),265,Cairns,Australia,Horses - Aus/NZ,,Fast,950,Heavy (8),2026-03-12T03:52:00+00:00,10,9,1175170437,5,Brave Eddy,4,Amanda Thomson,O Chillemi,Tolga,58.5,4,g,90.0,100.0,100.0,16.67,33.33,17700.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,x21Q6x,x21Q6x,Leader,6,2,3,4.0,1.0,2.6666666666666665,3.8,0.4,0.6,3.4333333333333336,0.0,2.066666666666667,6.433333333333334,5,2,2,319.0,6.0,7.0,1.0,5.0,1.0,6.0,2.0,8.0,9.0,10.0,5.0,8.0,5.0,8.5,9.0,,9.0,FLUC2,9,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.3,0.5765873015873016,0.49374819624819627,0.3333333333333333,0.7933333333333334,0.07833333333333334,0.3310247608251869,5.0,9-12,sprint,False,0.14285714285714285,3,0.0,0.05714285714285714,13,0.0,0.9522552930346733,0.11074918566775244,0.5447793103927312,1.0,0.24862178634395893,0.24862178634395893,0.089375981461295,0.15924580488266393,15.924580488266393,,1.0,9.0,-1.0,-1.0
10244512,8,R8 Drive Queensland (Bm65),265,Cairns,Australia,Horses - Aus/NZ,,Fast,1250,Heavy (8),2026-03-12T05:02:00+00:00,9,9,1175170413,2,Desert Grit,7,Krysten Swaffer,Trevor & Peter Rowe,Cairns,59.5,5,g,45.0,99.0,99.0,14.29,42.86,68430.0,28.0,4.0,3.0,5.0,14.0,0.0,8.0,1.0,5.0,2.0,4.0,1.0,8.0,1.0,3.0,0.0,3.0,0.0,7.0,3.0,232311,232311,Midfield,6,2,6,2.0,1.0,1.6666666666666667,2.0,0.4,1.0,1.4833333333333334,0.2,1.6666666666666667,9.333333333333334,5,2,2,24.0,1.0,8.0,1.0,11.0,3.0,6.0,2.0,9.0,3.0,7.0,2.0,6.0,6.5,8.5,9.0,8.5,9.0,FLUC2,1,W,finished,1,1,False,True,9,9,1.0,True,True,99.0,0.28611111111111115,0.8841666666666667,0.7252083333333333,0.36363636363636365,0.8233333333333333,0.6390021124810256,0.37527483969788206,4.0,9-12,sprint,False,0.2857142857142857,3,33.33,0.15,20,15.0,0.8853482663393679,0.11074918566775244,0.6253867230481127,1.0,0.2167372237808076,0.2167372237808076,0.0907257612963741,0.1260114624844335,12.601146248443351,-0.5,1.0,9.0,8.0,8.0
10248197,5,R5 Shane Stone Builders Hcp,661,Wanganui,New Zealand,Horses - Aus/NZ,,Normal,1340,Heavy (8),2026-03-14T01:37:00+00:00,9,8,1175558007,3,Knock Off,7,Mereana Hudson,G J Cvitanovich,Wanganui,59.0,6,g,49.0,91.0,91.0,33.33,66.67,107578.0,12.0,4.0,2.0,2.0,3.0,1.0,2.0,0.0,7.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,13112x,13112x,,6,3,5,2.0,1.0,1.3333333333333333,1.6,0.6,1.0,1.7166666666666668,0.4,0.5666666666666668,5.833333333333333,4,2,4,175.0,2.0,12.0,1.0,12.0,1.0,8.0,3.0,8.0,1.0,14.0,4.0,12.0,13.0,11.0,10.0,,10.0,FLUC2,8,L,finished,0,0,False,True,8,8,1.0,True,True,91.0,0.4174603174603175,0.9259740259740259,0.7901298701298701,0.25,0.9233333333333335,0.10250000000008007,0.5416317480429962,4.0,9-12,sprint,False,0.16666666666666666,2,0.0,0.12241379310344827,108,12.04,0.5759128567045105,0.09938282187553575,0.5387429004953067,1.0,0.1930963154924842,0.1930963154924842,0.07988895227156774,0.11320736322091647,11.320736322091648,,1.0,10.0,-1.0,-1.0
10248268,3,R3 Jock Mcphee Am Showcase (Bm66),205,Armidale,Australia,Horses - Aus/NZ,,Fast,1900,Soft (5),2026-03-13T03:28:00+00:00,9,8,1175567756,5,Toulon Factor,3,Leeshelle Small,Ms J Clement,Mendooran,58.0,9,g,100.0,98.0,98.0,13.58,38.27,237465.0,81.0,11.0,13.0,7.0,45.0,4.0,31.0,5.0,4.0,2.0,2.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,8.0,1.0,310531,310531,Leader,6,2,4,3.8333333333333335,1.0,3.0,4.0,0.4,0.6,3.1166666666666667,1.0,1.5,11.333333333333334,2,0,3,20.0,1.0,11.0,3.0,11.0,5.0,9.0,10.0,10.0,1.0,8.0,3.0,10.0,9.5,11.0,10.0,,10.0,FLUC2,7,L,finished,0,0,False,True,8,8,1.0,True,True,98.0,0.24265232974910392,0.7638888888888888,0.5862116858237547,0.16666666666666666,0.8,0.6647050140092939,0.3751759160901274,5.0,9-12,middle,False,0.2,1,0.0,0.04242424242424243,91,3.3,0.8551089291193618,0.09938282187553575,0.5565382042417649,1.0,0.20162616039064937,0.20162616039064937,0.08365174926841999,0.11797441112222938,11.797441112222938,,1.0,10.0,-1.0,-1.0
10251653,3,R3 Preferred Energy (Bm82),373,Grafton,Australia,Horses - Aus/NZ,,Fast,1175,Good (4),2026-03-15T03:10:00+00:00,9,7,1175926251,6,Count Nicholas,1,Bella Youngberry,Adam Campton,Gold Coast,55.0,6,g,28.0,97.0,97.0,13.89,38.89,121200.0,36.0,5.0,2.0,7.0,17.0,2.0,15.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,1.0,6.0,1.0,3.0,2.0,x19213,x19213,Off Midfield,6,2,4,4.0,1.0,2.0,3.2,0.4,0.8,2.0,0.2,1.0,14.333333333333334,3,1,4,10.0,3.0,10.0,1.0,5.0,2.0,9.0,9.0,11.0,1.0,9.0,8.0,12.0,6.0,7.0,6.5,6.5,6.5,FLUC2,2,P,finished,0,1,False,True,7,7,1.0,True,True,97.0,0.15557932263814614,0.7916540404040403,0.6358270202020202,0.42857142857142855,0.8900000000000001,0.5877796581615253,0.3684243182351684,2.0,6-9,sprint,False,0.16666666666666666,2,0.0,0.12678571428571428,104,12.5,0.8303313899969316,0.1544659694839705,0.5722963194933036,2.0,0.21960817712156225,0.21960817712156225,0.12651528659752542,0.09309289052403683,9.309289052403683,0.0,1.0,6.5,-1.0,-1.0
10251660,5,R5 Starr Glass Architectural Windows & Doors Provincial (Bm68),371,Gosford,Australia,Horses - Aus/NZ,,Fast,1000,Soft (5),2026-03-14T04:45:00+00:00,10,8,1175926857,3,Precious Girl,2,Andrew Gibbons,Denim Wynen,Wyong,55.0,3,f,100.0,96.0,96.0,14.29,57.14,59100.0,7.0,1.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,5.0,1.0,2225x1,2225x1,Leader,6,2,5,2.1666666666666665,1.0,2.6666666666666665,2.4,0.2,0.8,0.8666666666666667,0.1,1.4666666666666668,3.5833333333333335,6,1,2,14.0,1.0,9.0,5.0,10.0,2.0,8.0,2.0,8.0,2.0,11.0,1.0,7.0,5.0,7.5,7.0,,7.0,FLUC2,6,L,finished,0,0,False,True,8,8,1.0,True,True,96.0,0.21666666666666665,0.8431746031746032,0.6257260575681629,0.2222222222222222,0.8483333333333334,0.6486385523043195,0.42304144589293763,2.0,6-9,sprint,False,0.2,1,0.0,0.050793650793650794,55,3.64,0.7869131635471004,0.14322451078837156,0.5517274405428205,2.0,0.21167946282175665,0.21167946282175665,0.11593616611878094,0.09574329670297571,9.57432967029757,,1.0,7.0,-1.0,-1.0
10251700,3,R3 Lienert Engineering 'Bud Woolford Memorial Race' Hcp (54),555,Port Lincoln,Australia,Horses - Aus/NZ,,Fast,1350,Good (4),2026-03-15T03:03:00+00:00,11,10,1175932335,7,Riverside Rock,4,Sairyn Fawke,Trent & Laura Allen,Port Lincoln,55.5,8,g,35.0,100.0,100.0,6.45,25.81,98435.0,62.0,4.0,6.0,6.0,54.0,4.0,8.0,0.0,0.0,0.0,16.0,1.0,48.0,4.0,6.0,0.0,6.0,1.0,11.0,0.0,044936,044936,Midfield,6,0,1,6.0,3.0,6.0,5.2,0.0,0.2,4.083333333333333,0.5,3.5666666666666664,31.0,3,5,6,16.0,6.0,10.0,3.0,12.0,9.0,11.0,4.0,12.0,4.0,12.0,10.0,10.0,6.0,8.5,9.0,,9.0,FLUC2,9,L,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.09469135802469136,0.5355555555555556,0.3192063492063492,0.06666666666666667,0.6183333333333334,0.6285399406858065,0.2897536622374094,6.0,9-12,sprint,False,0.23076923076923078,9,22.22,0.037209302325581395,78,2.56,0.9522552930346733,0.11074918566775244,0.47520237775286805,2.0,0.18684758396372023,0.18684758396372023,0.09050058281721916,0.09634700114650106,9.634700114650107,,1.0,9.0,-1.0,-1.0
10251755,8,R8 Get Home Safely (Bm62),700,Yarra Valley,Australia,Horses - Aus/NZ,,Fast,1500,Good (4),2026-03-15T06:35:00+00:00,16,9,1175936603,12,Diamanda,6,Liam Riordan,M T Binney,Bittern,58.5,9,m,70.0,100.0,100.0,16.9,43.66,191351.0,71.0,12.0,8.0,11.0,45.0,9.0,16.0,3.0,4.0,0.0,15.0,2.0,1.0,0.0,7.0,0.0,7.0,1.0,2.0,2.0,111311,111311,Pace,6,5,6,1.3333333333333333,1.0,1.6666666666666667,1.4,0.8,1.0,2.8833333333333333,1.0,1.7666666666666666,5.366666666666667,3,0,5,16.0,1.0,9.0,1.0,11.0,3.0,9.0,1.0,10.0,1.0,9.0,1.0,8.0,6.5,7.0,7.5,7.0,7.5,FLUC2,4,P,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.20280701754385966,0.9624999999999999,0.8515178571428572,0.5,0.7733333333333334,0.6242672134130792,0.40406522924375077,5.0,6-9,middle,False,0.2,1,0.0,0.08499999999999999,112,8.04,0.9522552930346733,0.13348191325218584,0.656991953108231,1.0,0.28824522056311036,0.28824522056311036,0.10866913236083735,0.179576088202273,17.9576088202273,-0.5,1.0,7.5,-1.0,-1.0
10251955,5,R5 Tabtouch (Bm46+),704,York,Australia,Horses - Aus/NZ,,Fast,1300,Good (4),2026-03-15T08:20:00+00:00,9,7,1175960133,3,Shoot To Fame,1,Sharni Webster,Mack Hall,Ascot,59.5,4,m,41.0,98.0,98.0,10.0,30.0,77851.0,20.0,2.0,2.0,2.0,12.0,2.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,58x524,58x524,Midfield,6,0,1,4.666666666666667,2.0,3.6666666666666665,4.6,0.0,0.2,4.066666666666666,2.2,3.8000000000000003,8.233333333333333,2,0,4,15.0,4.0,10.0,2.0,10.0,5.0,12.0,4.0,8.0,8.0,10.0,5.0,8.0,5.0,8.0,8.5,,8.5,FLUC2,6,L,finished,0,0,False,True,7,7,1.0,True,True,98.0,0.23555555555555555,0.6518037518037518,0.3852085985909515,0.25,0.5099999999999999,0.64484848909986,0.31506969250927697,4.0,6-9,sprint,False,0.2,1,0.0,0.10500000000000001,32,9.38,0.8551089291193618,0.11743528201611521,0.4883763811931023,1.0,0.1929292137120188,0.1929292137120188,0.09938273077838937,0.09354648293362942,9.354648293362942,,1.0,8.5,-1.0,-1.0
10255490,4,R4 Pipeline Fabricators Mdn Plate,624,Terang,Australia,Horses - Aus/NZ,,Fast,1606,Soft (6),2026-03-17T04:00:00+00:00,12,9,1176397328,3,City Wok,3,Will Gordon,R J Blacker,Mornington,59.5,5,g,27.0,100.0,100.0,0.0,25.0,15315.0,8.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,465623,465623,Off Midfield,6,0,2,4.333333333333333,2.0,3.6666666666666665,4.4,0.0,0.4,2.3666666666666667,0.1,1.8333333333333333,15.583333333333334,2,0,1,11.0,3.0,10.0,2.0,11.0,6.0,8.0,5.0,7.0,6.0,12.0,4.0,10.0,7.5,7.0,6.5,,6.5,FLUC2,6,L,finished,0,0,False,True,9,9,1.0,True,True,100.0,0.16666666666666666,0.6612914862914863,0.4207796717171717,0.2,0.8116666666666668,0.5934981415507573,0.23301771155087836,4.0,6-9,middle,False,0.2,1,0.0,0.17777777777777778,145,17.93,0.9522552930346733,0.1544659694839705,0.5382956900241668,1.0,0.23105566842494063,0.23105566842494063,0.1251507816745092,0.10590488675043144,10.590488675043144,,1.0,6.5,-1.0,-1.0
10265283,3,R3 Greg O’byrne – Property Brokers Hcp (60),671,Waverley,New Zealand,Horses - Aus/NZ,,Normal,1400,Good (4),2026-03-18T02:20:00+00:00,8,8,1177670710,8,Fool Me Once,6,Masahiro Hashizume,Bill Thurlow And Sam O'malley,Waverley,54.0,4,m,57.0,100.0,100.0,0.0,0.0,1300.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,47x,47x,,2,0,0,5.5,4.0,5.5,5.5,0.0,0.0,10.65,4.8,10.65,20.75,1,0,0,193.0,7.0,13.0,4.0,8.0,,,,,,,,,7.0,9.5,10.0,9.5,10.0,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.18000000000000002,0.43785714285714283,0.2420054945054945,0.25,0.0,0.06400000000000006,0.10828357598126225,4.0,9-12,middle,False,0.3333333333333333,2,50.0,0.14133333333333334,142,14.08,0.9522552930346733,0.09938282187553575,0.39369219057929805,1.0,0.1985479779986301,0.1985479779986301,0.07977257151212061,0.1187754064865095,11.87754064865095,-0.5,1.0,10.0,-1.0,-1.0
10265285,6,R6 Conrad Wilkshire – Property Brokers (Bm75),671,Waverley,New Zealand,Horses - Aus/NZ,,Slow,1200,Good (4),2026-03-18T04:12:00+00:00,8,8,1177670872,2,Rabega,7,Jonathan Riddell,F J Auret,Marton,58.0,5,g,38.0,100.0,100.0,25.0,66.67,74100.0,12.0,3.0,4.0,1.0,9.0,3.0,3.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2x4126,2x4126,,6,1,4,2.8333333333333335,1.0,3.0,3.0,0.2,0.6,1.0333333333333334,0.2,1.4000000000000001,6.366666666666667,5,0,4,40.0,6.0,9.0,2.0,11.0,1.0,11.0,4.0,11.0,2.0,9.0,2.0,7.0,7.0,8.5,9.0,8.5,9.0,FLUC2,2,P,finished,0,1,False,True,8,8,1.0,True,True,100.0,0.3850505050505051,0.7054166666666666,0.5210235507246377,0.4,0.8500000000000001,0.44924182576590305,0.5026690242795389,5.0,9-12,sprint,False,0.2,1,0.0,0.1259259259259259,73,12.33,0.9522552930346733,0.11074918566775244,0.6051666578919641,1.0,0.2410882555107104,0.2410882555107104,0.08969890451457525,0.15138935099613515,15.138935099613516,-0.5,1.0,9.0,-1.0,-1.0
10265331,3,R3 Coast Community News Mdn Hcp,696,Wyong,Australia,Horses - Aus/NZ,,Fast,1625,Soft (6),2026-03-18T03:55:00+00:00,10,7,1177675756,6,Think Itz You,2,Tommy Berry,C J Waller,Rosehill,56.5,3,g,63.0,100.0,100.0,0.0,40.0,31650.0,5.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,89x522,89x522,Off Pace,6,0,2,5.166666666666667,2.0,3.0,4.4,0.0,0.4,3.1333333333333333,0.5,2.433333333333333,26.666666666666668,1,0,3,14.0,2.0,10.0,2.0,10.0,5.0,7.0,5.0,7.0,8.0,8.0,9.0,10.0,8.5,7.0,7.5,7.0,7.5,FLUC2,1,W,finished,1,1,False,True,7,7,1.0,True,True,100.0,0.18000000000000002,0.6222222222222221,0.40202327327327325,0.2,0.7316666666666667,0.6176861713519386,0.2964786942385407,4.0,6-9,middle,False,0.4,1,100.0,0.13892215568862276,159,13.84,0.9522552930346733,0.13348191325218584,0.5391257183624493,2.0,0.2135566481891436,0.2135566481891436,0.11319853407321716,0.10035811411592645,10.035811411592645,-0.5,1.0,7.5,6.5,6.5
10265354,4,R4 Racecourse Village Hcp (C3),330,Doomben,Australia,Horses - Aus/NZ,,Fast,1350,Good (4),2026-03-18T04:48:00+00:00,8,8,1177677692,4,Tophet,7,Andrew Mallyon,M J Dunn,Murwillumbah,58.0,4,g,81.0,99.0,99.0,20.0,66.67,87600.0,15.0,3.0,4.0,3.0,8.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,3.0,2.0,50x112,50x112,Pace,6,2,3,4.0,1.0,1.3333333333333333,2.8,0.4,0.6,3.6166666666666667,1.5,1.8333333333333333,3.216666666666667,0,1,4,21.0,2.0,7.0,1.0,9.0,1.0,10.0,5.0,6.0,5.0,6.0,10.0,14.0,4.4,8.0,8.5,8.0,8.5,FLUC2,4,P,finished,0,0,False,True,8,8,1.0,True,True,99.0,0.305,0.7470512820512822,0.5906684981684982,0.42857142857142855,0.7416666666666667,0.6948214285714286,0.485196285157947,3.0,6-9,sprint,False,0.21052631578947367,15,20.0,0.15443037974683543,71,15.49,0.8853482663393679,0.11743528201611521,0.5970323460557124,1.0,0.21185602788862723,0.21185602788862723,0.09549674980393927,0.11635927808468796,11.635927808468796,-0.5,1.0,8.5,-1.0,-1.0
10269151,7,R7 Good Friday Family Fun Day (Bm76),442,Launceston,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-03-20T10:02:00+00:00,10,10,1178062076,4,Stone Cold Stunner,8,Kirra-Lee Lane,G J Stevenson,Wesley Vale,59.0,6,m,85.0,100.0,100.0,29.03,54.84,207430.0,31.0,9.0,3.0,5.0,14.0,5.0,11.0,1.0,0.0,0.0,12.0,4.0,14.0,6.0,4.0,0.0,4.0,0.0,3.0,2.0,621123,621123,Leader,6,2,5,2.5,1.0,2.0,1.8,0.4,1.0,1.25,0.1,1.1333333333333333,22.066666666666666,4,3,3,23.0,3.0,12.0,2.0,6.0,1.0,5.0,1.0,10.0,2.0,3.0,6.0,11.0,9.0,9.0,9.5,,9.5,FLUC2,10,L,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.36071428571428577,0.8113636363636364,0.6821103896103897,0.42857142857142855,0.8816666666666668,0.6370074875156094,0.49293699301837146,5.0,9-12,middle,False,0.125,4,0.0,0.1469387755102041,41,14.63,0.9522552930346733,0.10476688893500681,0.6502239863088661,1.0,0.1768739626143534,0.1768739626143534,0.0834104873376015,0.0934634752767519,9.34634752767519,,1.0,9.5,-1.0,-1.0
10269183,4,R4 Race Day Medical Mdn Plate,15602,Pakenham,Australia,Horses - Aus/NZ,,Normal,1600,Soft (5),2026-03-19T07:45:00+00:00,12,10,1178070223,7,Kings Domain,8,Ms L J Meech,T Busuttin & N Young,Cranbourne,59.0,3,c,69.0,100.0,100.0,0.0,100.0,14160.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,32,32,Pace,2,0,2,2.5,2.0,2.5,2.5,0.0,1.0,2.4,1.5,2.4,8.4,1,0,0,19.0,2.0,10.0,3.0,7.0,,,,,,,,,2.5,4.8,5.0,4.8,5.0,FLUC2,4,P,finished,0,0,False,True,10,10,1.0,True,True,100.0,0.18000000000000002,0.5977777777777779,0.4917460317460318,0.16666666666666666,0.6849999999999999,0.6610074875156094,0.49433374147174736,3.0,3-6,middle,False,0.16666666666666666,2,0.0,0.16799999999999998,142,16.9,0.9522552930346733,0.20168009600548603,0.5485995340742619,1.0,0.2768197653418493,0.2768197653418493,0.1621308558961867,0.11468890944566262,11.468890944566262,-0.20000000000000018,1.0,5.0,-1.0,-1.0
